employee_id,first_name,last_name,gender,date_of_birth,hire_date,department,job_title,job_level,employment_type,education_level,marital_status,location,years_experience,manager_id
EMP0191,Christopher,Caldwell,Male,1967-04-14,2019-12-05,Engineering,Senior Software Engineer,Senior,Full-Time,Bachelor,Divorced,Cairo,10,
EMP0192,Richard,Young,Female,1988-09-17,2020-09-02,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Married,Jeddah,12,
EMP0193,Kathy,Mills,Male,1981-03-05,2017-11-05,HR,HR Lead,Lead,Part-Time,Bachelor,Single,Jeddah,14,
EMP0194,Nicholas,Montgomery,Male,1994-11-04,2022-03-06,Marketing,Senior SEO Specialist,Senior,Full-Time,Bachelor,Single,Jeddah,8,
EMP0195,Amber,Paul,Male,1966-12-08,2013-09-23,Operations,Operations Manager,Manager,Full-Time,Bachelor,Married,Jeddah,24,
EMP0196,Nicole,Foster,Male,1980-08-28,2014-12-15,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Single,Cairo,20,
EMP0197,Mark,Soto,Female,1976-03-08,2012-01-29,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Single,London,24,
EMP0198,Daniel,Higgins,Female,2002-12-10,2025-10-31,Engineering,Frontend Developer,Mid Level,Full-Time,Bachelor,Married,London,3,
EMP0199,Lisa,Moran,Male,1989-05-19,2016-10-09,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Divorced,Dubai,10,
EMP0200,Brandon,Preston,Male,1996-01-14,2014-02-13,Engineering,Software Engineer,Mid Level,Contract,Bachelor,Divorced,Dubai,7,
EMP0201,Brad,Brown,Female,1985-04-08,2026-07-09,IT,IT Manager,Manager,Full-Time,Bachelor,Married,Jeddah,23,
EMP0202,Jamie,Burns,Male,1994-05-01,2012-06-20,Operations,Operations Specialist,Mid Level,Full-Time,Master,Married,Jeddah,3,
EMP0203,Valerie,Proctor,Female,1995-01-16,2021-11-08,Marketing,Junior Marketing Specialist,Entry Level,Full-Time,Bachelor,Divorced,Dubai,2,
EMP0204,Tracey,Randall,Male,1975-07-25,2026-05-26,Legal,Legal Advisor,Mid Level,Full-Time,Bachelor,Married,Jeddah,3,
EMP0205,Victoria,Martin,Male,1985-11-10,2022-06-04,Engineering,Engineering Lead,Lead,Full-Time,PhD,Divorced,Cairo,17,
EMP0206,Cynthia,Santos,Female,1967-05-20,2022-12-15,Engineering,Senior Frontend Developer,Senior,Contract,Bachelor,Divorced,Jeddah,12,
EMP0207,Daniel,Castillo,Male,1967-10-15,2016-02-13,Operations,Operations Manager,Manager,Full-Time,Bachelor,Single,London,22,
EMP0208,William,Black,Female,1984-05-31,2023-09-17,Engineering,Engineering Manager,Manager,Part-Time,Bachelor,Married,Jeddah,24,
EMP0209,Ian,Hall,Female,1971-01-21,2016-01-12,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Single,Riyadh,23,
EMP0210,Melissa,Smith,Male,1981-08-29,2024-05-17,Engineering,Engineering Manager,Manager,Full-Time,Bachelor,Single,London,21,
EMP0211,Robert,Fitzgerald,Female,1999-01-02,2018-10-08,Marketing,Junior SEO Specialist,Entry Level,Full-Time,Bachelor,Married,London,2,
EMP0212,Kaitlyn,Smith,Female,1996-02-22,2021-04-02,Finance,Senior Accountant,Senior,Full-Time,Bachelor,Single,Jeddah,10,
EMP0213,Wesley,Fox,Female,1972-03-03,2026-01-03,Operations,Operations Specialist,Mid Level,Full-Time,Bachelor,Single,Jeddah,7,
EMP0214,Sarah,King,Female,1979-08-30,2011-12-10,Sales,Sales Manager,Manager,Full-Time,Bachelor,Married,London,25,
EMP0215,Jill,Shannon,Male,1981-12-26,2015-04-12,Customer Service,Customer Support Lead,Lead,Full-Time,Diploma,Divorced,London,15,
EMP0216,Michael,Ball,Male,1986-01-21,2012-10-05,HR,HR Specialist,Mid Level,Full-Time,Bachelor,Divorced,Jeddah,6,
EMP0217,Beverly,Payne,Female,1988-01-08,2024-08-27,Engineering,Data Engineer,Mid Level,Full-Time,Bachelor,Single,Jeddah,5,
EMP0218,Sarah,Ray,Male,1986-11-03,2013-02-01,Sales,Sales Manager,Manager,Full-Time,PhD,Married,Riyadh,20,
EMP0219,Kristin,Williams,Female,1968-08-26,2023-04-03,Sales,Sales Manager,Manager,Full-Time,Bachelor,Divorced,Jeddah,22,
EMP0220,Daniel,Wallace,Male,1972-10-11,2019-01-31,Engineering,Engineering Lead,Lead,Full-Time,Master,Divorced,Dubai,17,
EMP0221,Alice,Mcdonald,Male,1968-01-23,2013-08-20,Engineering,Engineering Lead,Lead,Part-Time,Bachelor,Married,Jeddah,14,
EMP0222,Darin,Lee,Female,1983-11-28,2022-05-04,Operations,Senior Operations Specialist,Senior,Full-Time,Master,Single,Jeddah,11,
EMP0223,Alexander,Ryan,Male,1988-10-10,2015-01-20,Administration,Senior Office Administrator,Senior,Full-Time,Master,Divorced,Cairo,8,
EMP0224,Rose,Smith,Female,1976-07-14,2014-01-30,Sales,Senior Sales Representative,Senior,Full-Time,Bachelor,Divorced,London,12,
EMP0225,Steven,Johnson,Female,1992-05-02,2024-08-25,Sales,Account Executive,Mid Level,Full-Time,Bachelor,Divorced,Dubai,7,
EMP0226,Jerome,Nielsen,Female,1969-02-09,2011-09-25,Operations,Senior Operations Specialist,Senior,Part-Time,Master,Married,Dubai,12,
EMP0227,Gabriella,Harrison,Male,1972-12-22,2020-03-11,Engineering,Frontend Developer,Mid Level,Full-Time,Bachelor,Single,London,4,
EMP0228,Pamela,Gomez,Male,1997-06-10,2024-03-19,Customer Service,Customer Support Specialist,Mid Level,Full-Time,Diploma,Married,Riyadh,6,
EMP0229,Kimberly,Nguyen,Female,1971-07-17,2020-11-09,Engineering,Engineering Manager,Manager,Full-Time,Diploma,Single,London,23,
EMP0230,Charles,Howell,Male,1988-02-08,2015-02-26,Engineering,Senior Software Engineer,Senior,Full-Time,Bachelor,Single,Jeddah,12,
EMP0231,Elizabeth,Warren,Female,1992-04-07,2024-04-13,Sales,Junior Sales Representative,Entry Level,Full-Time,Bachelor,Single,Riyadh,1,
EMP0232,Jason,Lewis,Female,1987-04-05,2016-06-09,Administration,Senior Office Administrator,Senior,Full-Time,Master,Married,London,12,
EMP0233,Natasha,Wallace,Male,1997-04-02,2025-07-23,Administration,Senior Office Administrator,Senior,Part-Time,Bachelor,Single,Dubai,11,
EMP0234,Tara,Holland,Male,1980-12-25,2017-08-09,Customer Service,Customer Support Lead,Lead,Full-Time,Bachelor,Single,Riyadh,13,
EMP0235,Rachel,Perry,Male,2000-08-20,2022-11-10,Engineering,Backend Developer,Mid Level,Full-Time,Diploma,Single,Dubai,3,
EMP0236,Jimmy,Thomas,Male,1987-10-03,2014-01-09,IT,IT Team Lead,Lead,Full-Time,Master,Married,Jeddah,14,
EMP0237,Brian,Sanchez,Male,2003-03-17,2014-09-29,Engineering,Junior Data Engineer,Entry Level,Full-Time,Bachelor,Single,London,2,
EMP0238,Julie,Schmidt,Male,1995-03-11,2024-04-26,Administration,Administrative Assistant,Entry Level,Contract,Bachelor,Divorced,Cairo,2,
EMP0239,Alexis,Austin,Female,1988-04-01,2019-09-18,IT,IT Manager,Manager,Full-Time,Bachelor,Married,Jeddah,20,
EMP0240,Jessica,Davenport,Male,1977-09-28,2026-03-24,Sales,Account Executive,Mid Level,Full-Time,Master,Single,Jeddah,6,
EMP0241,Paula,Jackson,Male,1992-07-12,2019-12-06,Finance,Accountant,Mid Level,Full-Time,Master,Divorced,Cairo,4,
EMP0242,Mary,Mathis,Female,1977-12-31,2025-11-04,Customer Service,Customer Success Specialist,Mid Level,Full-Time,Master,Married,Cairo,5,
EMP0243,Dakota,Horn,Male,2001-03-03,2015-06-07,Administration,Administrative Assistant,Entry Level,Contract,Bachelor,Married,Cairo,1,
EMP0244,James,Wood,Female,1986-08-12,2016-02-28,IT,System Administrator,Mid Level,Full-Time,Master,Single,Riyadh,7,
EMP0245,Christopher,Clark,Male,1978-01-26,2015-08-09,Customer Service,Customer Service Manager,Manager,Full-Time,Bachelor,Married,Jeddah,23,
EMP0246,Jasmin,Campbell,Male,2004-04-22,2017-11-03,Engineering,Junior Software Engineer,Entry Level,Full-Time,Bachelor,Single,Dubai,2,
EMP0247,Ronnie,Reid,Female,1991-12-17,2024-02-13,IT,Senior System Administrator,Senior,Full-Time,Bachelor,Divorced,Riyadh,8,
EMP0248,Chad,Carter,Male,1992-03-17,2012-10-31,Legal,Senior Legal Advisor,Senior,Part-Time,Bachelor,Single,Dubai,12,
EMP0249,Elizabeth,Silva,Female,1978-10-28,2019-01-27,Engineering,Senior Data Engineer,Senior,Full-Time,Bachelor,Single,Dubai,12,
EMP0250,Patrick,Palmer,Female,1971-04-18,2013-11-19,Engineering,Engineering Lead,Lead,Full-Time,Master,Single,Cairo,16,
EMP0251,Rebecca,Alvarez,Male,1987-03-03,2013-12-03,Engineering,Junior Backend Developer,Entry Level,Full-Time,Bachelor,Single,Riyadh,2,
EMP0252,Mark,Schultz,Male,1991-04-11,2026-02-24,IT,IT Team Lead,Lead,Full-Time,Bachelor,Divorced,Dubai,13,
EMP0253,Jason,Patrick,Male,1991-06-14,2024-11-22,Sales,Junior Sales Representative,Entry Level,Full-Time,Bachelor,Single,Riyadh,2,
EMP0254,John,Mcdonald,Female,1977-02-10,2015-01-09,Administration,Office Administrator,Mid Level,Full-Time,Master,Married,Dubai,3,
EMP0255,Christina,Scott,Male,1980-02-14,2013-09-03,Customer Service,Junior Customer Support,Entry Level,Part-Time,Bachelor,Divorced,Jeddah,1,
EMP0256,Edward,Boyer,Female,2002-10-05,2013-09-22,Sales,Sales Representative,Mid Level,Full-Time,Bachelor,Single,Dubai,4,
EMP0257,James,Moore,Female,2001-01-18,2022-06-05,Finance,Junior Accountant,Entry Level,Full-Time,Bachelor,Divorced,Dubai,2,
EMP0258,Bethany,Reed,Male,2003-04-14,2015-04-27,IT,IT Support Specialist,Mid Level,Full-Time,PhD,Divorced,Cairo,5,
EMP0259,Joanne,Harris,Female,1973-12-13,2012-05-12,Legal,Legal Lead,Lead,Contract,Master,Divorced,Dubai,15,
EMP0260,Ryan,Williamson,Female,1982-01-26,2016-06-04,Customer Service,Customer Service Manager,Manager,Full-Time,Master,Single,Riyadh,23,
EMP0261,Kristin,Lane,Male,1997-02-27,2017-04-14,Finance,Financial Analyst,Mid Level,Full-Time,Bachelor,Married,Jeddah,5,
EMP0262,Edgar,Mckenzie,Male,1968-10-25,2014-12-16,Engineering,Engineering Lead,Lead,Full-Time,Master,Divorced,Cairo,14,
EMP0263,Paige,Middleton,Male,1973-08-01,2013-07-03,IT,IT Manager,Manager,Part-Time,Master,Divorced,Dubai,21,
EMP0264,Laurie,Rios,Female,1991-02-02,2019-10-22,Engineering,Senior Data Engineer,Senior,Full-Time,Bachelor,Married,Dubai,11,
EMP0265,John,Williams,Male,1973-12-27,2023-02-24,Legal,Senior Legal Advisor,Senior,Full-Time,Bachelor,Divorced,Jeddah,9,
EMP0266,Marie,Lee,Male,1992-11-23,2020-07-05,Marketing,Content Specialist,Mid Level,Full-Time,Bachelor,Divorced,Dubai,7,
EMP0267,Kayla,Hill,Male,1990-01-28,2013-02-22,Administration,Office Administrator,Mid Level,Full-Time,Bachelor,Divorced,Dubai,3,
EMP0268,Luis,Parks,Male,1991-09-18,2014-01-26,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Single,Jeddah,3,
EMP0269,Justin,Mccoy,Male,2002-12-30,2019-11-18,Engineering,Junior Frontend Developer,Entry Level,Full-Time,Master,Married,Riyadh,2,
EMP0270,Chad,Murray,Female,1991-08-28,2017-10-23,Marketing,Marketing Lead,Lead,Full-Time,Master,Married,London,14,
EMP0271,Jenna,Decker,Male,1997-12-30,2013-02-06,Engineering,Software Engineer,Mid Level,Full-Time,Bachelor,Divorced,Dubai,7,
EMP0272,Sharon,Arroyo,Male,1997-04-03,2024-03-06,Sales,Senior Account Executive,Senior,Part-Time,Bachelor,Married,London,8,
EMP0273,Elizabeth,Harvey,Male,1996-10-14,2025-07-14,Marketing,Junior Marketing Specialist,Entry Level,Full-Time,Bachelor,Single,Dubai,0,
EMP0274,Brittany,Holmes,Female,1968-08-14,2026-02-09,Marketing,Content Specialist,Mid Level,Full-Time,Bachelor,Single,Dubai,4,
EMP0275,Kathy,Jones,Female,1990-01-22,2011-12-21,Engineering,Senior Backend Developer,Senior,Full-Time,Master,Divorced,Riyadh,11,
EMP0276,Matthew,Smith,Female,1988-11-17,2012-05-29,HR,Recruiter,Mid Level,Full-Time,Bachelor,Single,Jeddah,5,
EMP0277,Ronald,Robinson,Female,1994-09-09,2020-05-10,Customer Service,Junior Customer Support,Entry Level,Full-Time,Bachelor,Married,Cairo,2,
EMP0278,Katrina,Sanchez,Female,1967-07-30,2013-02-26,HR,HR Manager,Manager,Part-Time,Bachelor,Divorced,Cairo,21,
EMP0279,Matthew,Allen,Male,1967-02-26,2016-08-17,HR,HR Lead,Lead,Full-Time,Diploma,Single,Riyadh,15,
EMP0280,John,Benjamin,Male,1968-10-15,2020-07-26,IT,IT Manager,Manager,Full-Time,Master,Divorced,Riyadh,24,
EMP0281,Nicholas,Hicks,Male,1977-03-30,2014-02-13,Engineering,Junior Frontend Developer,Entry Level,Full-Time,Master,Divorced,Cairo,2,
EMP0282,Rachel,Bailey,Female,1966-08-29,2019-08-26,Customer Service,Customer Support Lead,Lead,Full-Time,Bachelor,Single,Riyadh,13,
EMP0283,Judith,Juarez,Female,1994-08-09,2025-12-10,IT,IT Support Specialist,Mid Level,Full-Time,Bachelor,Single,Riyadh,7,
EMP0284,Michael,King,Male,1996-05-26,2020-04-24,Engineering,Junior Software Engineer,Entry Level,Part-Time,PhD,Single,Jeddah,1,
EMP0285,Kimberly,Mcneil,Male,1991-09-30,2019-05-20,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Married,Riyadh,8,
EMP0286,Tracey,Barnes,Male,1996-05-16,2018-08-25,Marketing,Senior SEO Specialist,Senior,Full-Time,Bachelor,Married,London,11,
EMP0287,Gary,Medina,Female,2003-12-06,2018-08-07,Engineering,Software Engineer,Mid Level,Full-Time,Bachelor,Married,Cairo,5,
EMP0288,Joseph,Kim,Female,2000-11-20,2025-02-08,IT,Junior IT Support,Entry Level,Full-Time,Bachelor,Married,Cairo,0,
EMP0289,Michael,Mccall,Male,2000-11-24,2017-12-21,Engineering,Data Engineer,Mid Level,Full-Time,Master,Married,Cairo,6,
EMP0290,Jason,Williams,Male,1982-08-17,2012-10-25,IT,IT Manager,Manager,Full-Time,Bachelor,Married,London,23,
EMP0291,Brandy,Crane,Female,1973-07-04,2015-02-17,Administration,Senior Office Administrator,Senior,Contract,Master,Divorced,Dubai,9,
EMP0292,Michael,Cooley,Female,1985-10-14,2012-03-14,HR,HR Manager,Manager,Full-Time,Master,Single,Jeddah,21,
EMP0293,Charles,Gutierrez,Female,1991-06-02,2013-05-19,Engineering,Data Engineer,Mid Level,Full-Time,Bachelor,Single,Cairo,6,
EMP0294,Nicole,Mercado,Female,2001-05-18,2016-06-03,Engineering,Software Engineer,Mid Level,Full-Time,Bachelor,Divorced,Riyadh,3,
EMP0295,Dawn,Roberts,Male,1999-08-30,2016-08-31,Engineering,Software Engineer,Mid Level,Full-Time,Bachelor,Married,Jeddah,5,
EMP0296,Madison,Butler,Male,1993-09-20,2022-03-19,Sales,Junior Sales Representative,Entry Level,Full-Time,Bachelor,Married,Cairo,1,
EMP0297,Timothy,Gardner,Male,1990-03-09,2019-03-16,Operations,Senior Operations Specialist,Senior,Full-Time,Master,Married,London,11,
EMP0298,Megan,Jarvis,Male,1987-12-06,2024-03-24,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Divorced,London,15,
EMP0299,Margaret,Weber,Female,1993-08-04,2017-07-05,Marketing,Marketing Lead,Lead,Full-Time,Bachelor,Married,Cairo,15,
EMP0300,Christopher,Norris,Male,1975-10-07,2022-09-15,IT,Junior Network Engineer,Entry Level,Full-Time,Master,Single,Cairo,1,
EMP0301,Tyler,Johnson,Female,1993-09-10,2016-03-14,IT,Senior System Administrator,Senior,Full-Time,Bachelor,Single,Cairo,11,
EMP0302,Jill,Wilson,Male,1995-04-21,2026-01-18,Finance,Senior Financial Analyst,Senior,Full-Time,Diploma,Single,London,9,
EMP0303,Aimee,Fletcher,Male,2001-05-17,2016-08-04,HR,HR Specialist,Mid Level,Full-Time,Bachelor,Married,Dubai,3,
EMP0304,Patrick,Williams,Male,1991-09-01,2017-03-29,Marketing,Content Specialist,Mid Level,Full-Time,Bachelor,Married,Riyadh,4,
EMP0305,Susan,Ford,Male,1988-11-27,2020-12-01,Marketing,Senior Marketing Specialist,Senior,Full-Time,Master,Single,Dubai,10,
EMP0306,Joyce,Cross,Female,1982-12-16,2024-12-02,IT,IT Team Lead,Lead,Full-Time,Bachelor,Single,Cairo,15,
EMP0307,Natalie,Morris,Female,1971-09-05,2014-05-03,Engineering,Engineering Manager,Manager,Full-Time,Master,Married,Cairo,25,
EMP0308,Rachel,Johnson,Male,1999-10-01,2020-07-17,IT,Junior System Administrator,Entry Level,Full-Time,Master,Single,Jeddah,2,
EMP0309,Karen,Underwood,Female,1988-04-12,2025-09-16,Engineering,Data Engineer,Mid Level,Full-Time,Bachelor,Divorced,Cairo,4,
EMP0310,Alexandra,Carlson,Female,1999-04-18,2020-08-01,Customer Service,Customer Support Specialist,Mid Level,Full-Time,Master,Married,Jeddah,5,
EMP0311,Aaron,White,Male,1975-01-23,2022-09-09,Customer Service,Senior Customer Support Specialist,Senior,Full-Time,Master,Married,London,8,
EMP0312,Kathleen,Kelly,Male,1979-10-13,2012-12-09,IT,Junior IT Support,Entry Level,Full-Time,Master,Married,Riyadh,0,
EMP0313,Charles,Mcmillan,Female,2004-05-18,2012-10-10,Engineering,Software Engineer,Mid Level,Full-Time,Bachelor,Divorced,Jeddah,4,
EMP0314,Stacey,Carr,Male,1987-09-23,2019-09-15,Legal,Senior Legal Advisor,Senior,Full-Time,Master,Married,Cairo,10,
EMP0315,Kimberly,Lane,Female,1985-04-19,2013-09-19,Marketing,Marketing Lead,Lead,Full-Time,Master,Single,Dubai,16,
EMP0316,Amanda,Maxwell,Male,1975-01-17,2023-12-07,Sales,Sales Team Lead,Lead,Full-Time,Master,Divorced,Jeddah,16,
EMP0317,Randy,Buckley,Male,1990-05-03,2012-12-31,Marketing,Junior Marketing Specialist,Entry Level,Part-Time,Bachelor,Married,Dubai,1,
EMP0318,Ethan,Woods,Male,1969-10-11,2019-08-22,Engineering,Engineering Manager,Manager,Full-Time,Master,Single,Jeddah,23,
EMP0319,Molly,Swanson,Male,1978-04-04,2021-06-02,Sales,Sales Manager,Manager,Full-Time,Master,Married,London,21,
EMP0320,Isaac,Anderson,Female,1980-06-02,2017-11-03,IT,IT Team Lead,Lead,Part-Time,Bachelor,Married,Jeddah,14,
EMP0321,Elizabeth,Gibbs,Male,1995-07-10,2020-06-26,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Single,Dubai,4,
EMP0322,Joseph,Patrick,Male,1983-08-31,2012-03-18,Engineering,Engineering Lead,Lead,Full-Time,Bachelor,Married,Jeddah,14,
EMP0323,Sherry,Tucker,Female,1999-05-15,2025-05-21,Finance,Financial Analyst,Mid Level,Full-Time,Bachelor,Single,Jeddah,5,
EMP0324,Kristen,Fischer,Male,1983-01-03,2013-03-15,HR,Junior HR Specialist,Entry Level,Full-Time,Bachelor,Divorced,Jeddah,0,
EMP0325,Matthew,Lozano,Female,1976-11-07,2014-07-24,Finance,Financial Analyst,Mid Level,Contract,Bachelor,Single,Cairo,7,
EMP0326,Judy,Thomas,Female,1982-12-27,2025-04-27,HR,HR Specialist,Mid Level,Full-Time,Bachelor,Married,Riyadh,4,
EMP0327,Christopher,Lee,Female,1969-01-11,2024-12-16,Customer Service,Senior Customer Success Specialist,Senior,Contract,Master,Divorced,Cairo,9,
EMP0328,Kathleen,Serrano,Female,1992-08-06,2024-10-05,Engineering,Junior Software Engineer,Entry Level,Full-Time,Bachelor,Married,London,2,
EMP0329,Deanna,Smith,Male,1995-04-03,2020-01-09,Administration,Office Administrator,Mid Level,Full-Time,Master,Single,Jeddah,6,
EMP0330,Alexandra,Orozco,Female,1981-10-12,2013-01-23,Operations,Operations Specialist,Mid Level,Full-Time,Bachelor,Married,Cairo,5,
EMP0331,Robin,Johnson,Male,1995-12-30,2024-04-02,Marketing,Junior SEO Specialist,Entry Level,Full-Time,Bachelor,Married,Jeddah,1,
EMP0332,Daniel,Cole,Male,2002-02-21,2021-03-13,Engineering,Frontend Developer,Mid Level,Full-Time,Bachelor,Single,Cairo,6,
EMP0333,Brooke,Avila,Male,1981-03-14,2022-06-09,Marketing,Marketing Specialist,Mid Level,Full-Time,Diploma,Divorced,London,6,
EMP0334,Elizabeth,Ward,Female,1971-06-24,2021-05-18,Sales,Junior Sales Representative,Entry Level,Full-Time,Master,Divorced,Cairo,1,
EMP0335,Jade,Mccarthy,Male,1998-10-24,2021-07-31,Engineering,Backend Developer,Mid Level,Part-Time,Bachelor,Divorced,Riyadh,5,
EMP0336,Richard,Durham,Female,1994-10-08,2025-07-20,Engineering,Junior Backend Developer,Entry Level,Full-Time,Bachelor,Single,Jeddah,0,
EMP0337,Stephanie,Barrett,Male,1993-10-21,2025-10-22,Customer Service,Junior Customer Support,Entry Level,Full-Time,Bachelor,Married,Dubai,2,
EMP0338,Sheila,Terry,Female,1998-06-23,2022-11-19,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Married,Riyadh,3,
EMP0339,Laurie,Gardner,Female,1980-05-02,2011-11-12,IT,IT Team Lead,Lead,Full-Time,Bachelor,Married,London,14,
EMP0340,Nicholas,Green,Male,1980-11-17,2017-04-17,Finance,Finance Manager,Manager,Part-Time,Bachelor,Divorced,London,21,
EMP0341,Michelle,Gardner,Female,1998-10-25,2025-09-03,Engineering,Data Engineer,Mid Level,Full-Time,Bachelor,Married,London,6,
EMP0342,Michael,Morgan,Female,1982-01-28,2020-10-16,Marketing,Junior SEO Specialist,Entry Level,Full-Time,Bachelor,Married,Jeddah,1,
EMP0343,Ernest,Anderson,Male,2001-04-12,2014-04-22,Sales,Account Executive,Mid Level,Full-Time,Bachelor,Divorced,Dubai,5,
EMP0344,Christopher,Berry,Male,1972-11-17,2023-05-28,Operations,Operations Manager,Manager,Full-Time,Bachelor,Married,Dubai,22,
EMP0345,Jennifer,Ortiz,Female,2003-05-17,2024-09-03,Finance,Junior Accountant,Entry Level,Full-Time,Master,Single,Riyadh,1,
EMP0346,Nathan,Davies,Male,1995-11-24,2021-10-22,Customer Service,Junior Customer Support,Entry Level,Part-Time,Bachelor,Married,Riyadh,2,
EMP0347,Sara,Cooke,Female,2002-03-07,2017-09-16,Marketing,Junior SEO Specialist,Entry Level,Full-Time,Bachelor,Single,Jeddah,1,
EMP0348,Monica,Jenkins,Male,1993-04-03,2011-08-03,Engineering,Senior Data Engineer,Senior,Full-Time,Master,Married,Cairo,11,
EMP0349,John,Hoffman,Female,1983-09-19,2025-01-15,Administration,Administration Lead,Lead,Contract,Bachelor,Married,London,14,
EMP0350,Karen,Spencer,Male,1993-10-27,2023-08-04,Engineering,Frontend Developer,Mid Level,Full-Time,Bachelor,Married,Riyadh,4,
EMP0351,Chad,Larsen,Male,1967-09-28,2017-03-31,Sales,Senior Sales Representative,Senior,Full-Time,Bachelor,Single,Riyadh,10,
EMP0352,Gary,Velasquez,Male,1995-05-20,2024-05-02,Finance,Junior Accountant,Entry Level,Full-Time,Bachelor,Single,Jeddah,0,
EMP0353,Jillian,Weber,Female,1973-06-23,2012-01-04,HR,HR Lead,Lead,Contract,Bachelor,Married,Dubai,18,
EMP0354,Kimberly,Banks,Female,1992-05-24,2018-05-23,Sales,Sales Team Lead,Lead,Full-Time,Master,Divorced,Jeddah,15,
EMP0355,Andrew,Bauer,Male,1976-09-21,2018-11-16,Sales,Senior Account Executive,Senior,Full-Time,Bachelor,Divorced,London,8,
EMP0356,Lance,Williams,Female,1990-03-18,2026-05-23,Engineering,Tech Lead,Lead,Full-Time,Bachelor,Married,Dubai,14,
EMP0357,Anne,Frederick,Female,1985-04-14,2011-12-18,Legal,Junior Legal Advisor,Entry Level,Full-Time,Bachelor,Single,Cairo,0,
EMP0358,Angela,Chavez,Female,1992-07-19,2015-04-17,Engineering,Backend Developer,Mid Level,Full-Time,Bachelor,Single,Dubai,3,
EMP0359,Lisa,Ellis,Male,1989-03-06,2021-02-03,Customer Service,Customer Success Specialist,Mid Level,Part-Time,Master,Married,Dubai,7,
EMP0360,Tiffany,Gibson,Female,1986-11-24,2013-01-25,IT,Senior System Administrator,Senior,Full-Time,Bachelor,Married,Jeddah,8,
EMP0361,Brian,Schultz,Male,1980-03-24,2025-05-22,Customer Service,Customer Service Manager,Manager,Full-Time,Master,Married,Jeddah,24,
EMP0362,Lauren,Mcdowell,Male,1989-12-02,2014-04-12,Engineering,Senior Backend Developer,Senior,Full-Time,Bachelor,Married,London,9,
EMP0363,Adam,Olson,Female,1970-08-22,2022-03-01,Legal,Legal Lead,Lead,Contract,Bachelor,Divorced,Jeddah,17,
EMP0364,Stacy,Taylor,Male,1977-12-14,2023-03-22,Sales,Sales Manager,Manager,Part-Time,Diploma,Married,Riyadh,20,
EMP0365,Jason,Craig,Female,1990-07-14,2023-04-05,IT,Junior Network Engineer,Entry Level,Contract,Bachelor,Married,London,1,
EMP0366,Logan,Weeks,Female,2000-10-06,2015-04-07,IT,Senior System Administrator,Senior,Full-Time,Bachelor,Married,Riyadh,8,
EMP0367,Sabrina,Chase,Male,1981-12-26,2015-10-07,Operations,Senior Operations Specialist,Senior,Part-Time,Master,Single,Dubai,11,
EMP0368,Michael,Alvarez,Female,1990-08-06,2023-01-24,HR,Junior HR Specialist,Entry Level,Full-Time,Bachelor,Single,Cairo,0,
EMP0369,Sara,Hahn,Female,1981-02-17,2024-04-26,IT,Senior System Administrator,Senior,Full-Time,Bachelor,Divorced,Riyadh,8,
EMP0370,Jason,Hodge,Female,2001-11-27,2018-06-20,Marketing,Marketing Specialist,Mid Level,Contract,Bachelor,Single,Dubai,3,
EMP0371,Thomas,Parker,Female,1993-11-27,2017-07-28,IT,Junior Network Engineer,Entry Level,Full-Time,PhD,Single,Cairo,2,
EMP0372,David,Key,Female,1991-10-25,2017-07-17,Engineering,Junior Backend Developer,Entry Level,Full-Time,Diploma,Divorced,Riyadh,1,
EMP0373,Elizabeth,Thornton,Male,2002-07-26,2013-03-27,Engineering,Junior Software Engineer,Entry Level,Full-Time,Bachelor,Single,Cairo,2,
EMP0374,Michael,Doyle,Male,1988-07-29,2017-01-19,Administration,Senior Office Administrator,Senior,Full-Time,Bachelor,Single,Riyadh,9,
EMP0375,Craig,Alexander,Male,1970-11-01,2012-02-24,IT,Network Engineer,Mid Level,Full-Time,Diploma,Divorced,Riyadh,3,
EMP0376,Stephen,Fritz,Male,1968-10-20,2018-02-15,Sales,Junior Sales Representative,Entry Level,Full-Time,Bachelor,Married,Dubai,0,
EMP0377,Derek,Miller,Female,1983-06-22,2019-07-24,IT,IT Manager,Manager,Full-Time,Bachelor,Single,London,25,
EMP0378,Whitney,Hernandez,Female,1998-09-27,2025-02-02,Finance,Junior Accountant,Entry Level,Full-Time,Master,Married,London,2,
EMP0379,Meagan,Espinoza,Female,1989-04-01,2022-10-21,Engineering,Senior Software Engineer,Senior,Full-Time,Bachelor,Single,Cairo,8,
EMP0380,Michael,Collins,Female,1968-09-22,2012-04-09,Customer Service,Senior Customer Success Specialist,Senior,Part-Time,Bachelor,Single,Riyadh,12,
EMP0381,Daniel,Payne,Male,1974-08-24,2019-06-25,IT,Network Engineer,Mid Level,Full-Time,Bachelor,Single,Cairo,3,
